"","pred"
"1",0.0821209984383379
"2",0.0885523628745256
"3",0.0945158845850886
"4",0.0998417968649338
"5",0.104365433889599
"6",0.107934455848412
"7",0.110416285775495
"8",0.111705443049634
"9",0.111730449147145
"10",0.110459985378625
"11",0.107907996879068
"12",0.104137458082249
"13",0.0992625384168947
"14",0.0934489302837688
"15",0.0869121239385548
"16",0.0799134380645531
"17",0.0727536461370007
"18",0.0657640855994969
"19",0.059295209638791
"20",0.0537026502175364
"21",0.049331013919961
"22",0.0464958320040011
"23",0.0454643282285708
"24",0.0464359384511856
"25",0.0495237902229919
"26",0.0547385944396847
"27",0.0619765729297983
"28",0.0710131008323827
"29",0.0815036384136509
"30",0.0929932306468593
"31",0.104935348009049
"32",0.116720135116673
"33",0.127711259328149
"34",0.13728957317155
"35",0.144900814053331
"36",0.150103675519318
"37",0.152613921143115
"38",0.152339897164488
"39",0.149404936657402
"40",0.144152803738932
"41",0.137133517272851
"42",0.129068573057164
"43",0.120796637103301
"44",0.113203030872984
"45",0.107138539887973
"46",0.103334985667505
"47",0.102326339679251
"48",0.104384688854482
"49",0.10947991113117
"50",0.117270407059315
"51",0.127129697620062
"52",0.138210304570148
"53",0.149542366064916
"54",0.160160296786954
"55",0.169246932934992
"56",0.176281478845876
"57",0.181175624521594
"58",0.184381766664947
"59",0.186958529518118
"60",0.190581754983773
"61",0.197493627468178
"62",0.210388242742447
"63",0.232238190295138
"64",0.266072959578078
"65",0.314725531139387
"66",0.380567743688184
"67",0.465257423393142
"68",0.569520488139031
"69",0.692989188203839
"70",0.83411345170186
"71",0.990156339505407
"72",1.15727744973237
"73",1.33070045258061
"74",1.50495354720451
"75",1.67416525144295
"76",1.83239319124525
"77",1.97396090002673
"78",2.09377729365598
"79",2.18761543317845
"80",2.25233116661503
"81",0.0832530945606443
"82",0.0897494064068967
"83",0.0957689200979001
"84",0.101140516715987
"85",0.105698530855452
"86",0.109290043208985
"87",0.111782363163495
"88",0.113070381506235
"89",0.113083465559321
"90",0.111791575169467
"91",0.109210294688415
"92",0.105404499246857
"93",0.100490399196849
"94",0.0946357316829851
"95",0.0880578922001105
"96",0.0810198239679194
"97",0.0738235145294429
"98",0.0668009956155334
"99",0.0603028143097872
"100",0.0546840512372128
"101",0.0502881128874376
"102",0.0474287232699639
"103",0.0463707803349974
"104",0.0473110109206259
"105",0.0503596299577743
"106",0.055524451053175
"107",0.0626990647511871
"108",0.0716567529114827
"109",0.082051700471347
"110",0.0934287665747504
"111",0.105242569448524
"112",0.116885930388985
"113",0.127726846478726
"114",0.137152183500204
"115",0.144615292015983
"116",0.149683864447771
"117",0.15208369419562
"118",0.15173369166619
"119",0.148767659654479
"120",0.143538998788201
"121",0.136605718017657
"122",0.128694817713731
"123",0.120647178020567
"124",0.11334634185066
"125",0.107636796568881
"126",0.104239265459018
"127",0.103671850793303
"128",0.106186386240042
"129",0.111728883532859
"130",0.119931418267829
"131",0.130140231885023
"132",0.141481399122116
"133",0.152961413606944
"134",0.163595871766275
"135",0.172555544804452
"136",0.179315993841757
"137",0.183794937622634
"138",0.186461161723424
"139",0.188400052635238
"140",0.191323857356761
"141",0.197519319740939
"142",0.209731049804352
"143",0.230985304759971
"144",0.264365159288703
"145",0.312753640572188
"146",0.378565665389795
"147",0.463492023824432
"148",0.568278870466537
"149",0.692564100405297
"150",0.834787741637131
"151",0.992187463352689
"152",1.16088305639646
"153",1.33604600152005
"154",1.51214277539131
"155",1.68323409889142
"156",1.84330754181593
"157",1.98661821733566
"158",2.10801195513405
"159",2.20320731231239
"160",2.26901680492171
"161",0.0843780620050088
"162",0.0909381438389143
"163",0.0970124481472548
"164",0.102428544748689
"165",0.107019816671661
"166",0.11063281879629
"167",0.113134804192723
"168",0.114421093411295
"169",0.114421955846736
"170",0.11310868041663
"171",0.11049853171883
"172",0.106658313246977
"173",0.101706286914695
"174",0.0958122250110891
"175",0.0891953959494015
"176",0.0821203109512849
"177",0.0748900906218855
"178",0.067837356680851
