"","alpha","lambda","y","type","run"
"432",0.971433073282242,0.335898618989935,2.3020920753479,"bayesian",6
"433",0.15366541732025,0.833340767868018,0.1223019734025,"bayesian",6
"434",0.737647951735804,0.266756031565213,0.182405233383179,"bayesian",6
"435",0.644054673728533,0.0743867038981989,0.134951189160347,"bayesian",6
"436",0.750463070134477,0.192870738993709,0.181762397289276,"bayesian",6
"437",0.572060261426183,0.73089879595985,0.117640390992165,"bayesian",6
"438",0.251964568021471,0.999,0.119430907070637,"bayesian",6
"439",0.376685095032046,0.618770741545308,0.100601397454739,"bayesian",6
"440",0.379696434180153,0.481931157752538,0.111116655170918,"bayesian",6
"441",0.792228815246506,0.999,0.244452208280563,"bayesian",6
"442",0.488257393249744,0.664144579376624,0.113849639892578,"bayesian",6
"443",0.300887253823511,0.799158358658413,0.105614729225636,"bayesian",6
"444",0.373189914221406,0.829892760823038,0.104059837758541,"bayesian",6
"445",0.411243659597131,0.606424207071891,0.111400857567787,"bayesian",6
"446",0.339871098217192,0.686514915919006,0.102032788097858,"bayesian",6
"447",0.361961407073822,0.716367933005321,0.110015280544758,"bayesian",6
"448",0.001,0.568120607583573,0.12663908302784,"bayesian",6
"449",0.16287713821003,0.662561185610983,0.119846895337105,"bayesian",6
"450",0.291704662837204,0.832508550261096,0.0996213555335999,"bayesian",6
"451",0.621914168922231,0.469276005290449,0.139399498701096,"random",7
"452",0.386888776831329,0.978451112145558,0.0981314405798912,"random",7
"453",0.184577279984951,0.62049438321963,0.104951180517673,"random",7
"454",0.76269851799123,0.570860780943185,0.202891483902931,"random",7
"455",0.755563206458464,0.81541093474254,0.18970400094986,"random",7
