"","alpha","lambda","y","type","run"
"261",0.01,0.5,0.132098406553268,"grid",14
"262",0.25,0.5,0.102969937026501,"grid",14
"263",0.5,0.5,0.11485018581152,"grid",14
"264",0.75,0.5,0.1977359354496,"grid",14
"265",0.99,0.5,2.30222940444946,"grid",14
"266",0.01,0.75,0.126461774110794,"grid",14
"267",0.25,0.75,0.107123948633671,"grid",14
"268",0.5,0.75,0.113277845084667,"grid",14
"269",0.75,0.75,0.186878740787506,"grid",14
"270",0.99,0.75,2.30212593078613,"grid",14
"271",0.01,0.99,0.154181271791458,"grid",14
"272",0.25,0.99,0.10872446000576,"grid",14
"273",0.5,0.99,0.109494335949421,"grid",14
"274",0.75,0.99,0.18976354598999,"grid",14
"275",0.99,0.99,2.30201196670532,"grid",14
"276",0.144677946732069,0.788634370643801,0.105624586343765,"bayesian",14
"277",0.670289005269296,0.574060624562359,0.15544305741787,"bayesian",14
"278",0.0670406926462116,0.397138506503931,0.131275206804276,"bayesian",14
"279",0.925643432245124,0.477352749187655,1.62820553779602,"bayesian",14
"280",0.786371747497469,0.180728204470749,0.221187636256218,"bayesian",14
"281",0.440241596816729,0.592670614617722,0.103950157761574,"bayesian",14
"282",0.640126224510217,0.724876041252477,0.141811281442642,"bayesian",14
"283",0.543502244962535,0.133752750679074,0.118024222552776,"bayesian",14
"284",0.900004293730793,0.0130610293708742,0.888214945793152,"bayesian",14
"285",0.291430478837962,0.861650586943142,0.0985248535871506,"bayesian",14
"286",0.202233464146654,0.2816568815421,0.112018257379532,"bayesian",14
"287",0.408201696913845,0.921426801922886,0.10491555929184,"bayesian",14
"288",0.305565867981654,0.548762818571691,0.101837679743767,"bayesian",14
"289",0.176657457790924,0.999,0.11441832780838,"bayesian",14
"290",0.235208283032793,0.684934962886444,0.11549586057663,"bayesian",14
"291",0.363325448226296,0.732061745989324,0.105509176850319,"bayesian",14
"292",0.306634897715107,0.999,0.096937470138073,"bayesian",14
"293",0.291834540760095,0.965757564897022,0.101166889071465,"bayesian",14
"294",0.339901746399513,0.999,0.102013163268566,"bayesian",14
"295",0.312261534903908,0.999,0.101034827530384,"bayesian",14
"296",0.281130759364564,0.92805499939758,0.103824622929096,"bayesian",14
"297",0.311304758169096,0.966316352254384,0.102026388049126,"bayesian",14
"298",0.317252471159027,0.999,0.103259265422821,"bayesian",14
"299",0.297702640609493,0.936455606794817,0.0978580191731453,"bayesian",14
"300",0.303430588182132,0.929159693458997,0.107419349253178,"bayesian",14
"301",0.191368582928553,0.260152797093615,0.114659756422043,"random",15
"302",0.499311246080324,0.311677383417264,0.11456686258316,"random",15
"303",0.564997225208208,0.702103645093739,0.121226377785206,"random",15
"304",0.109213386131451,0.877809905176982,0.112555824220181,"random",15
"305",0.229950030734763,0.725369231933728,0.102040067315102,"random",15
"306",0.528240714967251,0.655400401456282,0.119755327701569,"random",15
"307",0.830199608542025,0.424590596463531,0.299958854913712,"random",15
"308",0.996087258541957,0.605985982809216,2.3021605014801,"random",15
"309",0.74223530029878,0.130795471873134,0.182282730937004,"random",15
"310",0.60118265606463,0.486788838859648,0.12463641166687,"random",15
"311",0.796565306792036,0.781526262313127,0.245334967970848,"random",15
"312",0.0184878940600902,0.329548303419724,0.141704484820366,"random",15
"313",0.930276531931013,0.118885569320992,1.71397638320923,"random",15
"314",0.907349103037268,0.522589503098279,1.08068859577179,"random",15
"315",0.387535522244871,0.165527592254803,0.103064313530922,"random",15
"316",0.848854983057827,0.0527929848711938,0.375040173530579,"random",15
"317",0.655306565854698,0.944676727158949,0.142851933836937,"random",15
"318",0.327475265935063,0.904947512475774,0.102043561637402,"random",15
"319",0.244286490585655,0.987017803043127,0.109380185604095,"random",15
"320",0.404030190687627,0.838114150837064,0.111980691552162,"random",15
"321",0.0423520817700773,0.235992737701163,0.128961175680161,"random",15
"322",0.298141855755821,0.457276053801179,0.102364137768745,"random",15
"323",0.700476931380108,0.385168773243204,0.152847319841385,"random",15
"324",0.46922266700305,0.0318776448164135,0.106292687356472,"random",15
"325",0.130065315673128,0.565044444929808,0.115909576416016,"random",15
"326",0.01,0.01,0.127560555934906,"grid",15
"327",0.25,0.01,0.103473052382469,"grid",15
"328",0.5,0.01,0.106869414448738,"grid",15
"329",0.75,0.01,0.185161024332047,"grid",15
"330",0.99,0.01,2.30208683013916,"grid",15
"331",0.01,0.25,0.129394948482513,"grid",15
"332",0.25,0.25,0.10883890837431,"grid",15
"333",0.5,0.25,0.109002716839314,"grid",15
"334",0.75,0.25,0.188057512044907,"grid",15
"335",0.99,0.25,2.30210590362549,"grid",15
"336",0.01,0.5,0.140577554702759,"grid",15
"337",0.25,0.5,0.110400013625622,"grid",15
"338",0.5,0.5,0.114455871284008,"grid",15
"339",0.75,0.5,0.187517166137695,"grid",15
"340",0.99,0.5,2.30213236808777,"grid",15
"341",0.01,0.75,0.135016724467278,"grid",15
"342",0.25,0.75,0.115773916244507,"grid",15
"343",0.5,0.75,0.11094556748867,"grid",15
"344",0.75,0.75,0.187614962458611,"grid",15
"345",0.99,0.75,2.30208039283752,"grid",15
"346",0.01,0.99,0.129765927791595,"grid",15
"347",0.25,0.99,0.111962176859379,"grid",15
"348",0.5,0.99,0.11311437189579,"grid",15
"349",0.75,0.99,0.190897181630135,"grid",15
"350",0.99,0.99,2.30201578140259,"grid",15
"351",0.307129526045173,0.763893132466668,0.111587166786194,"bayesian",15
"352",0.685294431983493,0.282014253238837,0.152206882834435,"bayesian",15
"353",0.508825080566263,0.54400934643733,0.112912565469742,"bayesian",15
"354",0.082440058758948,0.190841182348474,0.12951734662056,"bayesian",15
"355",0.16414398944471,0.0353265807692272,0.115471221506596,"bayesian",15
"356",0.584782370695999,0.734244279602232,0.125537127256393,"bayesian",15
"357",0.920527307568894,0.489473114876697,1.39775156974792,"bayesian",15
"358",0.787547134406244,0.660521138769885,0.23749814927578,"bayesian",15
"359",0.867478724801913,0.152398802922107,0.481860756874084,"bayesian",15
"360",0.401968915131874,0.973621084626454,0.109993308782578,"bayesian",15
"361",0.429768472677097,0.38402550011718,0.107478655874729,"bayesian",15
"362",0.174980413576122,0.869008877275822,0.112780600786209,"bayesian",15
"363",0.761458627556057,0.940425441266984,0.205294132232666,"bayesian",15
"364",0.32077639404065,0.001,0.0975017994642258,"bayesian",15
"365",0.279405505903277,0.001,0.102756552398205,"bayesian",15
"366",0.370925935842354,0.001,0.105965860188007,"bayesian",15
"367",0.325862309464612,0.001,0.109565600752831,"bayesian",15
"368",0.239791983440485,0.262339136834572,0.11270946264267,"bayesian",15
"369",0.323948481989516,0.255833126356541,0.109932370483875,"bayesian",15
"370",0.26497802405581,0.001,0.0999876782298088,"bayesian",15
"371",0.248926999940923,0.001,0.100413911044598,"bayesian",15
"372",0.245805661340887,0.001,0.111223772168159,"bayesian",15
"373",0.293539061683589,0.001,0.115121103823185,"bayesian",15
"374",0.258175840109304,0.001,0.0968972444534302,"bayesian",15
"375",0.237391922445473,0.001,0.10626146197319,"bayesian",15
"376",0.577925302302465,0.149735912363976,0.127728775143623,"random",16
"377",0.845144705157727,0.842216854831204,0.368786215782166,"random",16
"378",0.34009554008022,0.396277716550976,0.104981184005737,"random",16
"379",0.698393429266289,0.167019491354004,0.151539504528046,"random",16
"380",0.381111759478226,0.804039267888293,0.0954384133219719,"random",16
"381",0.880510577326641,0.536668396228924,0.538187980651855,"random",16
"382",0.8390711697191,0.616601537009701,0.356293469667435,"random",16
"383",0.226699950005859,0.949457900505513,0.118152372539043,"random",16
"384",0.67523622168228,0.307008112007752,0.155286595225334,"random",16
"385",0.0728798255231232,0.425086101284251,0.120702095329762,"random",16
"386",0.247938043540344,0.466644592564553,0.100310087203979,"random",16
"387",0.291096575316042,0.32900831270963,0.113716579973698,"random",16
"388",0.00304869996383786,0.0926656267140061,0.11538602411747,"random",16
"389",0.150685079265386,0.0313725733663887,0.110470846295357,"random",16
"390",0.412755896244198,0.0757774915266782,0.1070955991745,"random",16
"391",0.720402107276022,0.202236104523763,0.173840895295143,"random",16
"392",0.180134326387197,0.763217986263335,0.109853617846966,"random",16
"393",0.635009184656665,0.885552484421059,0.140285447239876,"random",16
"394",0.552462680498138,0.674577818112448,0.121558845043182,"random",16
"395",0.504272059500217,0.733179865200073,0.113661460578442,"random",16
"396",0.108796946387738,0.964232712034136,0.12083974480629,"random",16
"397",0.94285866336897,0.515401960704476,1.82079410552979,"random",16
"398",0.472631502132863,0.683327393634245,0.103908754885197,"random",16
"399",0.773377918330952,0.248841012315825,0.21589483320713,"random",16
"400",0.975682607674971,0.563132967613637,2.30206489562988,"random",16
"401",0.01,0.01,0.135855659842491,"grid",16
"402",0.25,0.01,0.101780168712139,"grid",16
"403",0.5,0.01,0.105568714439869,"grid",16
"404",0.75,0.01,0.192537173628807,"grid",16
"405",0.99,0.01,2.30216884613037,"grid",16
"406",0.01,0.25,0.143289059400558,"grid",16
"407",0.25,0.25,0.10551031678915,"grid",16
"408",0.5,0.25,0.115782186388969,"grid",16
"409",0.75,0.25,0.188125878572464,"grid",16
"410",0.99,0.25,2.30210757255554,"grid",16
"411",0.01,0.5,0.139935165643692,"grid",16
"412",0.25,0.5,0.105182558298111,"grid",16
"413",0.5,0.5,0.115351460874081,"grid",16
"414",0.75,0.5,0.190438315272331,"grid",16
"415",0.99,0.5,2.30215406417847,"grid",16
"416",0.01,0.75,0.135767325758934,"grid",16
"417",0.25,0.75,0.106311194598675,"grid",16
"418",0.5,0.75,0.11734514683485,"grid",16
"419",0.75,0.75,0.181870058178902,"grid",16
"420",0.99,0.75,2.30211353302002,"grid",16
"421",0.01,0.99,0.136314913630486,"grid",16
"422",0.25,0.99,0.102405406534672,"grid",16
"423",0.5,0.99,0.112343996763229,"grid",16
"424",0.75,0.99,0.196311935782433,"grid",16
"425",0.99,0.99,2.30209803581238,"grid",16
"426",0.328394452944243,0.610276380709062,0.10428461432457,"bayesian",16
"427",0.335362747059359,0.135675471819316,0.10910601913929,"bayesian",16
"428",0.520749787664196,0.743137473376313,0.105156555771828,"bayesian",16
"429",0.693546736884552,0.390016969584394,0.154635682702065,"bayesian",16
"430",0.985617064017182,0.312424805151143,2.30208277702332,"bayesian",16
"431",0.159796581254341,0.511156637745444,0.112918466329575,"bayesian",16
"432",0.633981400596288,0.210106349821823,0.137059733271599,"bayesian",16
"433",0.463161574812451,0.78325473992542,0.112084127962589,"bayesian",16
"434",0.197284571089161,0.935264311226395,0.112262532114983,"bayesian",16
"435",0.82389406953007,0.904195430203496,0.314690440893173,"bayesian",16
"436",0.0666832540882751,0.0523532712055991,0.133015394210815,"bayesian",16
"437",0.879405228770338,0.438687726428422,0.624731540679932,"bayesian",16
"438",0.746259701416217,0.562967100669,0.190948486328125,"bayesian",16
"439",0.354827006660831,0.70617117241602,0.0945273339748383,"bayesian",16
"440",0.420049240486344,0.712325043652472,0.109488487243652,"bayesian",16
"441",0.001,0.703294058203248,0.121163785457611,"bayesian",16
"442",0.196262579235827,0.664356380578371,0.101470723748207,"bayesian",16
"443",0.001,0.999,0.128345534205437,"bayesian",16
"444",0.001,0.826770037039792,0.129704400897026,"bayesian",16
"445",0.196959074820831,0.999,0.109024547040462,"bayesian",16
"446",0.318191607804283,0.999,0.105511568486691,"bayesian",16
"447",0.396857481626128,0.999,0.102015309035778,"bayesian",16
"448",0.366676334914522,0.847218155577067,0.101762890815735,"bayesian",16
"449",0.392629259228664,0.001,0.0977132841944695,"bayesian",16
"450",0.372957070749977,0.400571184610168,0.102025099098682,"bayesian",16
"451",0.452673197165132,0.928354156846181,0.108855843544006,"random",17
"452",0.74294538420625,0.639852916533127,0.181258872151375,"random",17
"453",0.302166161155328,0.085373143395409,0.103735104203224,"random",17
"454",0.0842672074213624,0.0271504445932806,0.113381661474705,"random",17
"455",0.278944592420012,0.253529657460749,0.108448341488838,"random",17
"456",0.831329063009471,0.335504569113255,0.311803191900253,"random",17
