"","pred"
"1",0.0781431204805336
"2",0.0845919772871517
"3",0.0905061493837565
"4",0.0958438193232859
"5",0.100576103316881
"6",0.104687909680582
"7",0.108178419200603
"8",0.111061150808784
"9",0.113363587499137
"10",0.11512635074336
"11",0.116401926440103
"12",0.117252961242116
"13",0.117750164454428
"14",0.117969867036154
"15",0.117991304973589
"16",0.117893708806931
"17",0.11775329376812
"18",0.117640255228359
"19",0.117615881412039
"20",0.117729899130437
"21",0.118018168243797
"22",0.118500836405675
"23",0.119181057246037
"24",0.120044362525868
"25",0.121058762114222
"26",0.122175625231127
"27",0.12333137275297
"28",0.124449984123383
"29",0.125446294321598
"30",0.126230027283728
"31",0.126710483113898
"32",0.126801768372015
"33",0.126428432710706
"34",0.125531352166934
"35",0.124073680441057
"36",0.12204667537466
"37",0.119475199288685
"38",0.11642268942474
"39",0.112995398816832
"40",0.109345718661421
"41",0.105674410591213
"42",0.102231600890861
"43",0.0993164181050943
"44",0.0972751899404962
"45",0.0964981539241881
"46",0.0974146778540267
"47",0.100487029426882
"48",0.106202778239764
"49",0.115065956248251
"50",0.127587143366779
"51",0.144272681873781
"52",0.165613255406733
"53",0.192072094496994
"54",0.224073089874557
"55",0.261989106454368
"56",0.306130794513998
"57",0.356736189859281
"58",0.413961381781323
"59",0.477872506629061
"60",0.54843929640291
"61",0.625530376696227
"62",0.708910467561491
"63",0.798239595619832
"64",0.893074377265753
"65",0.992871382534443
"66",1.0969925385366
"67",1.2047124817638
"68",1.31522772141888
"69",1.42766743253333
"70",1.54110565917121
"71",1.65457467549401
"72",1.76707922669039
"73",1.87761135335826
"74",1.98516549223918
"75",2.08875354338349
"76",2.18741959877798
"77",2.28025403987967
"78",2.36640673084779
"79",2.44509905984877
"80",2.5156346117627
"81",0.078710921018979
"82",0.0851608840375793
"83",0.0910644210092899
"84",0.0963793124059215
"85",0.101076515753124
"86",0.105141046413482
"87",0.108572475236307
"88",0.111385005559776
"89",0.113607103685332
"90",0.115280670397321
"91",0.116459756036505
"92",0.117208837631701
"93",0.117600693154765
"94",0.117713924535041
"95",0.117630197050738
"96",0.117431277481589
"97",0.117195966336405
"98",0.116997029953994
"99",0.116898245762195
"100",0.116951677979884
"101",0.117195301172094
"102",0.117651085043414
