"","pred"
"1",0.104704196106528
"2",0.103948469821157
"3",0.102642577206307
"4",0.100903758559056
"5",0.0988689387143861
"6",0.0966882174007482
"7",0.0945171186244266
"8",0.0925079928325202
"9",0.090801063562025
"10",0.0895156836419618
"11",0.0887424069283677
"12",0.0885364838303325
"13",0.0889133486192648
"14",0.0898465825372173
"15",0.0912687108936321
"16",0.0930750296508304
"17",0.0951304653916343
"18",0.0972792626141304
"19",0.0993570766422665
"20",0.101204843064205
"21",0.102683610027223
"22",0.103689372076667
"23",0.104166846402291
"24",0.104121095090024
"25",0.103625928083661
"26",0.102828125291105
"27",0.101946692765166
"28",0.101266612920938
"29",0.101126853559484
"30",0.101902751911341
"31",0.103983270808716
"32",0.107744013844957
"33",0.113517261787345
"34",0.121560628933295
"35",0.132026210687109
"36",0.144932278867269
"37",0.160139658460638
"38",0.177334872556075
"39",0.196021960835067
"40",0.215524558427978
"41",0.234999371658055
"42",0.253461619609155
"43",0.269822348961911
"44",0.282936805947318
"45",0.291662302585894
"46",0.294923288997953
"47",0.291780686828126
"48",0.281501998137002
"49",0.263628323781974
"50",0.238034243249535
"51",0.204976552494153
"52",0.165128143661359
"53",0.119593842265598
"54",0.0699057793551945
"55",0.0179968382943399
"56",-0.0338481673097131
"57",-0.0830627148720341
"58",-0.126888082979165
"59",-0.162478846823724
"60",-0.187019985681869
"61",-0.19785035576011
"62",-0.192586668183019
"63",-0.169241808126207
"64",-0.126331369162178
"65",-0.0629626679246159
"66",0.0210987632018039
"67",0.125389167541553
"68",0.248735709395578
"69",0.389275970864265
"70",0.544507432991753
"71",0.711365009866393
"72",0.886323236174322
"73",1.06551842630986
"74",1.24488510455685
"75",1.42030031193863
"76",1.58772906552451
"77",1.74336429562225
"78",1.88375500579278
"79",2.00591715650515
"80",2.10742281091376
"81",0.106374172942756
"82",0.105656949182375
"83",0.104374331624266
"84",0.102642224887545
"85",0.100596584832054
"86",0.0983869774817589
"87",0.0961688836012275
"88",0.0940951377775324
"89",0.0923069893233002
"90",0.0909253466041603
"91",0.090042808646246
"92",0.0897170918662939
"93",0.0899664214911486
"94",0.090767375395537
"95",0.0920555443899659
"96",0.0937292122255346
"97",0.0956560685069052
"98",0.097682758700217
"99",0.0996468599671973
"100",0.101390663534465
"101",0.102775958185711
"102",0.10369885942863
"103",0.104103627949491
"104",0.103994380050393
"105",0.103443619984203
"106",0.102596624012418
"107",0.101670879130145
"108",0.100950021822877
"109",0.100772025505513
"110",0.10151173651048
"111",0.10355824060679
"112",0.107287934418085
"113",0.113034555475281
"114",0.121057766057967
"115",0.13151216424575
"116",0.144418786726393
"117",0.15964125072448
"118",0.176868640238174
"119",0.195607063954831
"120",0.215181495526395
"121",0.2347490565563
"122",0.253324332987501
"123",0.269816650033606
"124",0.283078501392115
"125",0.291963574618576
"126",0.295392081120095
"127",0.292420434191667
"128",0.282311769930607
"129",0.264603418671454
"130",0.239167247283645
"131",0.206258834126041
"132",0.166551725066524
"133",0.121153552550391
"134",0.0716015661038898
"135",0.0198360915323489
"136",-0.0318484383219779
"137",-0.0808740151776298
"138",-0.12446903174066
"139",-0.159774381372666
"140",-0.183961279769989
"141",-0.194355525476604
"142",-0.188562296084201
"143",-0.164585269376666
"144",-0.120933895809078
"145",-0.0567130418352054
"146",0.0283100387849923
"147",0.133665400789686
"148",0.258169463070181
"149",0.39994463361347
"150",0.556469135958609
