"","pred"
"1",0.12541040001076
"2",0.113199888980491
"3",0.103701370763648
"4",0.0969712169694285
"5",0.0929776199451668
"6",0.0916045187152381
"7",0.0926587950549415
"8",0.0958803499206584
"9",0.100954524996022
"10",0.107526219629854
"11",0.115214976961765
"12",0.123630280179035
"13",0.132386312325319
"14",0.141115490435228
"15",0.149480182873132
"16",0.157182150724289
"17",0.163969411008132
"18",0.16964039010471
"19",0.174045408362788
"20",0.177085699461234
"21",0.178710309355822
"22",0.178911330434929
"23",0.177717999222349
"24",0.175190217036764
"25",0.171412040850313
"26",0.166485639062279
"27",0.160526119047094
"28",0.153657518154656
"29",0.146010117718187
"30",0.137719100873522
"31",0.128924441767115
"32",0.119771796088837
"33",0.11041407027899
"34",0.101013285932686
"35",0.0917423313765239
"36",0.0827862048126466
"37",0.07434240145315
"38",0.0666201755821776
"39",0.0598385105001118
"40",0.0542227460687201
"41",0.0499999349731709
"42",0.0473931148444215
"43",0.0466147848933365
"44",0.0478599541000225
"45",0.0512991777666608
"46",0.0570720165255947
"47",0.0652813356178999
"48",0.0759888143651519
"49",0.0892119602329558
"50",0.104922824905981
"51",0.123048509118366
"52",0.143473427104701
"53",0.166043189151475
"54",0.190569860072005
"55",0.216838269460881
"56",0.244612991890605
"57",0.273645585115243
"58",0.303681673274129
"59",0.334467489135477
"60",0.365755541739095
"61",0.397309148830132
"62",0.428905661346998
"63",0.460338303264421
"64",0.491416647335983
"65",0.521965838981147
"66",0.55182476070786
"67",0.580843393069563
"68",0.608879671687467
"69",0.635796161277978
"70",0.661456866514627
"71",0.685724477042744
"72",0.708458302544891
"73",0.72951309704868
"74",0.748738904087636
"75",0.765981980754933
"76",0.781086784110539
"77",0.793898932571611
"78",0.804268992067035
"79",0.812056885340525
"80",0.817136685386213
"81",0.116072544878531
"82",0.104103205089998
"83",0.0948588927528688
"84",0.088386549402649
"85",0.0846450658790495
"86",0.0835095987289847
"87",0.0847791534690516
"88",0.0881870265780596
"89",0.0934135526186215
"90",0.100100489193686
"91",0.107866297869401
"92",0.116321549173419
"93",0.125083695851876
"94",0.133790520324963
"95",0.14211166517376
"96",0.149757792519047
"97",0.156487080092843
"98",0.16210893709249
"99",0.166484999557811
"100",0.16952763085593
"101",0.171196296288241
"102",0.171492292504764
"103",0.17045238491314
"104",0.168141935517752
"105",0.164648088749901
"106",0.160073526173871
"107",0.154531208264206
"108",0.148140400883721
"109",0.141024145836419
"110",0.133308190570956
"111",0.125121253058212
"112",0.116596375441245
"113",0.107873023176399
"114",0.0990995226868088
"115",0.0904354039738045
"116",0.0820532266568361
"117",0.0741395164286905
"118",0.0668945195568318
"119",0.0605305878445781
"120",0.0552691271990068
"121",0.0513361687124031
"122",0.0489567421943188
"123",0.0483483384108273
"124",0.04971382971108
"125",0.0532342729016648
"126",0.0590620394706917
"127",0.0673147052823595
"128",0.078070086442272
"129",0.0913627340392459
"130",0.107182104330864
"131",0.125472510152378
"132",0.146134842672949
"133",0.169029938849116
"134",0.193983367302551
"135",0.220791321184502
"136",0.249227246318144
"137",0.279048800281882
"138",0.310004734389549
"139",0.3418413150992
"140",0.374307951392766
"141",0.407161765604914
"142",0.440170931219758
"143",0.473116695622404
"144",0.505794101718014
"145",0.538011512986894
"146",0.569589125851241
"147",0.600356716235774
"148",0.630150910306123
"149",0.658812290546994
"150",0.686182647153637
"151",0.712102662291818
"152",0.736410273610446
"153",0.758939907096214
"154",0.779522702354784
"155",0.797987780570863
"156",0.814164531721093
"157",0.827885827838264
"158",0.838992007471579
"159",0.84733542640476
"160",0.852785333697256
"161",0.10701796725908
"162",0.0953179894360939
"163",0.086354072108228
"164",0.0801634009194381
"165",0.0766952878881029
"166",0.0758158849142576
"167",0.0773161592363381
"168",0.0809227042659874
"169",0.0863108136548439
"170",0.0931191337449975
"171",0.100965136920643
"172",0.109460631125599
"173",0.118226540791215
"174",0.126906260360667
"175",0.135176989492077
"176",0.142758601133924
"177",0.149419760497555
"178",0.154981193118398
"179",0.159316180777631
"180",0.162348533216742
"181",0.16404842907277
"182",0.164426632122862
"183",0.163527661036569
"184",0.161422518356411
"185",0.1582015667104
